Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Freshworks,$205.00,09/11/2019,Bengaluru,SaaS,Series A,https://entrackr.com/2019/11/funding-indian-startups-week-nov-4/,JAFCO Investment Asia Pacific;WRVI Capital;IvyCap Ventures;Google;Sequoia;Accel Partners at a
Unacademy,$13.41,07/11/2019,India,Edtech,Series D,https://entrackr.com/2019/11/unacademy-spent-rs-112-cr-to-earn-rs-12-cr/,
InCred,$3.76,06/11/2019,Mumbai,Fintech,Debt,https://entrackr.com/2019/11/incred-raises-rs-31-4-cr-debt-funding/,
Urban Ladder,$1.80,05/11/2019,Bengaluru,General,Series E,https://entrackr.com/2019/11/urban-ladder-bags-rs-14-9-cr-from-sequoia-saif-steadview/,
PiggyRide,$0.90,05/11/2019,Bengaluru,General,Seed,https://entrackr.com/2019/11/piggyride-bags-rs-7-5-cr-fund/,JAFCO Investment Asia Pacific
Lido Learning,$3.00,11/11/2019,Mumbai,Edtech,Series A,https://yourstory.com/2019/11/funding-alert-edtech-startup-lido-learning-seriesa-ronnie-screwvala,
CBREX,$1.10,11/11/2019,Bengaluru,General,,https://yourstory.com/2019/11/startup-funding-recruiter-exchange-cbrex,
Policybazaar,$150.00,11/11/2019,India,Deeptech & AI,,https://yourstory.com/2019/11/funding-policybazaar-tencent-financial-services,SoftBank Vision Fund
LambdaTest,$2.00,08/11/2019,India,SaaS,Pre-Series A,https://yourstory.com/2019/11/lambdatest-startup-funding-blume-ventures-leo-capital,Blume Ventures;Leo Capital
Wiggles,$1.00,08/11/2019,Pune,E-commerce,,https://yourstory.com/2019/11/funding-pet-care-wiggles-angel,
PGO,$2.00,07/11/2019,Hyderabad,General,,https://yourstory.com/2019/11/hostel-pg-student-accommodation-thinkwide-pgo-startup-funding,
Adda247,$6.00,07/11/2019,Delhi,Edtech,Series B,https://yourstory.com/2019/11/funding-edtech-adda247-series-b-infoedge,Infoedge;Infoedge (India) Ltd;Asha Impact
Urban Ladder,$1.80,06/11/2019,Chennai,General,Series E,https://yourstory.com/2019/11/startup-funding-urban-ladder-saif-sequoia-steadview-capital,
YourOwnRoom,$1.30,06/11/2019,Bengaluru,Healthtech,Seed,https://yourstory.com/2019/11/funding-startup-proptech-yourownroom-coliving-seed,
Kuku FM,$0.90,05/11/2019,Mumbai,General,Pre-Series A,https://yourstory.com/2019/11/podcast-startup-kuku-fm-shunwei-capital-startup-funding,
ENpower,$0.32,05/11/2019,Mumbai,Edtech,Seed,https://yourstory.com/2019/11/funding-edtech-enpower-sixth-sense-ventures,Nikhil Vora;Founder;CEO of Sixth Sense Ventures
Gradeup,$7.00,05/11/2019,India,Edtech,Series A,https://yourstory.com/2019/11/funding-alert-edtech-startup-gradeup-times-internet,
