Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Delhivery,$405.00,09/03/2019,Hyderabad,Fintech,Series D,https://entrackr.com/2019/03/funding-indian-startups-week-march-2/,Falcon Edge;LetsVenture;Prophetic Ventures;Harshbeena Zaveri (NRB Bearings);Better Capital;Astarc Ventures;Sanjay Mariwala of OmniActive;Accion Venture Lab infused Rs 10 crore in the Mumbai-based startup
Paytm Money,$4.00,06/03/2019,Noida,General,,https://entrackr.com/2019/03/paytm-money-funding-one97/,
SME Corner,$10.78,06/03/2019,Mumbai,Deeptech & AI,Debt,https://entrackr.com/2019/03/sme-corner-funding-rs-90-cr/,Accion Venture Lab infused Rs 10 crore in the Mumbai-based startup
Jai Kisan,$1.50,05/03/2019,Mumbai,Fintech,Seed,https://yourstory.com/2019/03/upi-transactions-jai-kisan-funding-rggfvqqb8a,Blume Ventures;Prophetic Ventures;Harshbeena Zaveri (NRB Bearings);Better Capital;Astarc Ventures;Sanjay Mariwala of OmniActive
M,$172.00,05/03/2019,Gurugram,Foodtech,Acquisition,https://yourstory.com/2019/03/zomato-sells-uae-business-delivery-hero-funding-172m-e41pa6e4k4,
Zomato,$105.00,06/03/2019,Bengaluru,Foodtech,,https://yourstory.com/2019/03/paytm-subscription-zomato-funding-zgpew44p2s,
Zinier,$22.00,06/03/2019,Bengaluru,Deeptech & AI,Series A,https://yourstory.com/2019/03/service-automation-zinier-funding-lqd6jug045,Accel;San Francisco-based Founders Fund;Nokia-backed NGP Capital;Qualcomm Ventures LLC;France-based investor Newfund
Aye Finance,$27.98,09/03/2019,Chennai,General,Series D,https://yourstory.com/2019/03/spotify-aye-finance-funding-cred-o1v6zvft5r,New York-based investment firm Falcon Edge Capital;CapitalG;LGT;MAJ Invest
Aye Finance,$27.98,08/03/2019,Gurugram,Fintech,Series D,https://yourstory.com/2019/03/funding-google-aye-finance-r-nkl3m55w2l,New York-based investment firm Falcon Edge Capital;CapitalG;LGT;MAJ Invest
TartanSense,$2.00,11/03/2019,Bengaluru,Fintech,Seed,https://yourstory.com/2019/03/tartansense-raises-seed-funding-omnivor-chp40r0w97,Omnivore;Blume Ventures;BEENEXT;Sameena Chatrapathy;Elon Musk;Jeff Bezos);GreyOrange Co-founders Akash Gupta;Samay Kohli
Learn,$400.00,11/03/2019,Bengaluru,Edtech,Series F,https://yourstory.com/2019/03/byjus-funding-general-atlantic-tencent-qqzvl2ouy0,Chan Zuckerberg Initiative;Sequoia Capital;Sofina;Aarin Capital;Tencent Holdings;Naspers
Yalochat,$8.00,11/03/2019,Mumbai,Deeptech & AI,Series A,https://yourstory.com/2019/03/artificial-intelligence-crm-platform-yalochat-funding-3gvmo885td,Silicon Valley-based Sierra Ventures
Aibono,$2.50,11/03/2019,India,Logistics,Pre-Series A,https://yourstory.com/2019/03/ai-startup-aibono-funding-rebright-8xg14tkc7d,
